 Instance,Module,Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks 
 Decoder , (top),        34,        34,      0,   0, 11,     0,     0,   0,           0 
