 Instance,Module,Total LUTs,Logic LUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,URAM,DSP48 Blocks 
 Encoder , (top),        26,        26,      0,   0, 10,     0,     0,   0,           0 
